r3Ptstat,3PtStat,collegeServicableShooter,age,height,Oposs,avgPosition,avgRole,PlusMinus,usg,efg,ts,dunks,dunkAtts,close2,close2Atts,close2Pct,far2,far2Atts,far2Pct,ft,ftAtts,ftPct,2p,2pAtt,2pPct,3pr,3p,3Pp100,3pAtts,3PAp100,3pPct,N1Sage,N1Susg,N1Sefg,N1Sts,N1Sdunks,N1SdunkAtts,N1Sclose2,N1Sclose2Atts,N1Sclose2Pct,N1Sfar2,N1Sfar2Atts,N1Sfar2Pct,N1Sft,N1SftAtts,N1SftPct,N1S2p,N1S2pAtt,N1S2pPct,N1S3pr,N1S3p,N1S3pAtts,N1S3pPct,N2Sage,N2Susg,N2Sefg,N2Sts,N2Sdunks,N2SdunkAtts,N2Sclose2,N2Sclose2Atts,N2Sclose2Pct,N2Sfar2,N2Sfar2Atts,N2Sfar2Pct,N2Sft,N2SftAtts,N2SftPct,N2S2p,N2S2pAtt,N2S2pPct,N2S3pr,N2S3p,N2S3pAtts,N2S3pPct,OBPR,BPR,Box OBPR,Box BPR,AdjTeamOffEff,AdjTeamEffmargin
1.275068469,1.353518501,TRUE,18,75,2254,1.9,2.1,355,25.1,54.3,58.6,24,28,72,111,0.649,75,187,0.401,148,180,0.822,147,296,0.497,47,104,4.614019521,262,11.62377995,0.397,18,25.1,54.3,58.6,24,28,72,111,0.649,75,187,0.401,148,180,0.822,147,296,0.497,47,104,262,0.397,18,25.1,54.3,58.6,24,28,72,111,0.649,75,187,0.401,148,180,0.822,147,296,0.497,47,104,262,0.397,3.85,5.54,3.34,3.88,117.3,28.5
1.306178433,1.16753794,TRUE,21,80,1929,4.8,1.4,405,28.1,61.4,63.8,63,67,196,277,0.708,45,111,0.405,142,190,0.747,241,388,0.621,30,66,3.421461897,166,8.605495075,0.398,20,18,55.4,58.6,18,19,48,74,0.649,20,38,0.526,40,53,0.755,68,112,0.607,32.5,16,54,0.296,20,18,55.4,58.6,18,19,48,74,0.649,20,38,0.526,40,53,0.755,68,112,0.607,32.5,16,54,0.296,6.28,8.27,5.32,6.53,119.5,19.5
0,0.444581682,FALSE,19,83,1619,4.8,2.6,155,24.2,49.7,54.1,21,22,86,133,0.647,57,159,0.358,124,187,0.663,143,292,0.49,6.4,8,0.49413218,20,1.235330451,0.4,18,20.4,61.6,63.5,27,28,109,147,0.741,51,113,0.451,103,154,0.669,160,260,0.615,0.8,1,2,0.5,18,20.4,61.6,63.5,27,28,109,147,0.741,51,113,0.451,103,154,0.669,160,260,0.615,0.8,1,2,0.5,1.82,5.12,1.07,2.21,103.7,18.8
0.915459447,1.188064337,TRUE,19,80,1757,2.5,1.1,78,28.6,51.6,57.5,7,9,67,108,0.62,46,137,0.336,132,156,0.846,114,246,0.463,38.7,62,3.528742174,155,8.821855435,0.4,19,28.6,51.6,57.5,7,9,67,108,0.62,46,137,0.336,132,156,0.846,114,246,0.463,38.7,62,155,0.4,19,28.6,51.6,57.5,7,9,67,108,0.62,46,137,0.336,132,156,0.846,114,246,0.463,38.7,62,155,0.4,2.04,3.91,1.3,2.93,106.3,15.6
1.121213628,1.148990233,TRUE,19,77,1371,2.2,1.2,100,25.9,53.6,57.9,0,0,46,77,0.597,47,111,0.423,74,89,0.831,88,178,0.494,38.6,45,3.282275711,112,8.169219548,0.402,18,19.8,42.5,44.6,0,1,18,30,0.6,17,52,0.327,19,29,0.655,35,80,0.438,50,22,80,0.275,18,19.8,42.5,44.6,0,1,18,30,0.6,17,52,0.327,19,29,0.655,35,80,0.438,50,22,80,0.275,2.35,4.32,2.46,3.73,109.6,19.2
1.319822715,1.56714421,TRUE,20,77,1640,2.7,2.2,390,25.3,52.3,55.8,8,8,42,71,0.592,30,105,0.286,89,113,0.788,73,178,0.41,58.2,100,6.097560976,248,15.12195122,0.403,19,23.7,51.6,54.2,7,8,53,81,0.654,32,77,0.416,68,103,0.66,85,158,0.538,44.9,42,129,0.326,18,18.2,48.2,49.6,3,3,38,69,0.551,14,48,0.292,35,58,0.603,52,117,0.444,57.6,54,159,0.34,3.8,5.95,3.84,4.44,110.4,22.8
0.635662646,0.67764006,FALSE,19,78,2026,1.1,1,172,22.8,51.6,57.9,11,11,108,182,0.593,52,138,0.377,143,174,0.822,160,320,0.5,15.1,23,1.135241856,57,2.813425469,0.404,19,22.8,51.6,57.9,11,11,108,182,0.593,52,138,0.377,143,174,0.822,160,320,0.5,15.1,23,57,0.404,19,22.8,51.6,57.9,11,11,108,182,0.593,52,138,0.377,143,174,0.822,160,320,0.5,15.1,23,57,0.404,2.56,4.49,3.07,4.79,113.1,21.8
0.849938351,1.237403759,TRUE,21,79,1503,2.2,1.5,311,30.1,55.4,58.2,10,10,85,129,0.659,56,138,0.406,90,121,0.744,141,268,0.526,34.5,57,3.79241517,141,9.381237525,0.404,20,25.9,51.5,55.9,12,12,102,159,0.642,76,184,0.413,122,151,0.808,178,343,0.519,29.3,48,142,0.338,19,22.6,49.8,54.7,7,8,73,125,0.584,43,111,0.387,83,101,0.822,116,237,0.489,25.2,28,80,0.35,4.95,6.95,4.57,5.42,115.2,18.3
1.009605864,1.239853892,TRUE,21,77,1943,2.9,1.8,434,27.1,59,61.9,20,21,114,160,0.713,48,120,0.4,127,170,0.747,162,280,0.579,39.5,74,3.808543489,183,9.418425116,0.404,20,23.5,57.5,60.2,16,16,115,155,0.742,60,139,0.432,103,137,0.752,175,294,0.595,34.4,55,154,0.357,19,18.7,62.2,63.6,6,6,56,80,0.7,15,49,0.306,65,97,0.67,72,129,0.558,46.5,52,112,0.464,6,7.86,5.4,6.83,123.5,32.3
0.906352691,1.259518416,TRUE,22,73,2223,1.8,1,239,28.1,51.7,59.1,0,0,67,117,0.573,59,165,0.358,207,238,0.87,126,281,0.448,43.3,87,3.913630229,215,9.671614935,0.405,21,24.2,54.4,59.8,0,0,46,70,0.657,32,91,0.352,118,144,0.819,78,160,0.487,51.7,68,171,0.398,20,23.6,47.3,52.5,0,0,48,84,0.571,29,100,0.29,110,148,0.743,77,184,0.418,47.4,59,166,0.355,4.09,6.51,4.26,6.1,112.7,22
0.828830924,1.360041346,TRUE,22,74,2415,1.3,1.2,334,25.2,51,56.8,1,1,54,125,0.432,35,103,0.34,167,202,0.827,89,227,0.392,54.4,110,4.554865424,271,11.22153209,0.406,21,17.8,55.6,58.6,3,3,38,48,0.792,25,76,0.329,73,92,0.793,63,125,0.504,65.9,94,242,0.388,20,17,57.4,59.9,3,3,31,50,0.62,35,88,0.398,65,88,0.739,66,138,0.478,54.5,72,165,0.436,5.66,7.32,4.84,5.85,121.1,28.7
1.065,1.323652798,TRUE,21,77,2392,2.8,2.6,485,23.3,57,59.5,37,41,119,164,0.726,36,126,0.286,113,152,0.743,155,290,0.534,46.6,103,4.306020067,253,10.57692308,0.407,20,19.8,52.8,54.5,15,17,53,82,0.646,15,58,0.259,49,72,0.681,68,140,0.486,59.1,75,202,0.371,19,16.8,51,52.6,13,19,51,84,0.607,17,46,0.37,33,49,0.673,68,130,0.523,50,43,130,0.331,4.2,6.51,3.27,4.22,119.2,32.5
0.816132342,1.299792857,TRUE,21,74,2079,1.5,1.3,565,26.1,60.4,63.5,6,6,101,142,0.711,83,163,0.509,130,162,0.802,184,307,0.599,40.7,86,4.136604137,211,10.14911015,0.408,20,23.5,60.4,65.5,1,1,93,127,0.732,48,100,0.48,120,137,0.876,141,227,0.621,32.8,42,111,0.378,19,22.1,53.9,58.1,0,0,50,79,0.633,27,72,0.375,82,106,0.774,77,151,0.51,45.9,49,128,0.383,6.95,8.62,5.76,6.13,131.5,41.2
1.029457138,1.478287212,TRUE,18,76,2110,2.4,2,402,25.4,55.9,59,18,19,77,111,0.694,54,150,0.36,119,152,0.783,131,261,0.502,51.5,113,5.355450237,277,13.12796209,0.408,18,25.4,55.9,59,18,19,77,111,0.694,54,150,0.36,119,152,0.783,131,261,0.502,51.5,113,277,0.408,18,25.4,55.9,59,18,19,77,111,0.694,54,150,0.36,119,152,0.783,131,261,0.502,51.5,113,277,0.408,4.51,5.81,3.75,4.21,115.6,17.9
0.588,1.250861278,TRUE,18,81,2095,3.7,3,280,24.6,52.5,55.3,17,17,69,117,0.59,65,172,0.378,116,170,0.682,134,289,0.464,40.3,80,3.818615752,195,9.307875895,0.41,18,24.6,52.5,55.3,17,17,69,117,0.59,65,172,0.378,116,170,0.682,134,289,0.464,40.3,80,195,0.41,18,24.6,52.5,55.3,17,17,69,117,0.59,65,172,0.378,116,170,0.682,134,289,0.464,40.3,80,195,0.41,4.13,5.71,3.79,5.63,117,11.5
0.843440099,0.993257281,TRUE,18,77,1541,2.2,2.2,111,23.4,55.4,59.4,12,13,57,79,0.722,66,153,0.431,80,96,0.833,123,232,0.53,28,37,2.401038287,90,5.8403634,0.411,18,23.4,55.4,59.4,12,13,57,79,0.722,66,153,0.431,80,96,0.833,123,232,0.53,28,37,90,0.411,18,23.4,55.4,59.4,12,13,57,79,0.722,66,153,0.431,80,96,0.833,123,232,0.53,28,37,90,0.411,3.42,3.71,3.09,3.83,116.9,20.6
0.887833487,1.353566827,TRUE,18,78,1300,2.2,2.6,328,20.5,57.1,60,8,9,42,59,0.712,35,88,0.398,53,64,0.828,77,146,0.527,49.1,58,4.461538462,141,10.84615385,0.411,18,20.5,57.1,60,8,9,42,59,0.712,35,88,0.398,53,64,0.828,77,146,0.527,49.1,58,141,0.411,18,20.5,57.1,60,8,9,42,59,0.712,35,88,0.398,53,64,0.828,77,146,0.527,49.1,58,141,0.411,4.39,6.25,3.36,3.37,114.7,24
1.005111039,1.442988994,TRUE,18,77,1874,2,1,322,29.9,54.1,57.3,4,4,70,110,0.636,66,174,0.379,118,156,0.756,136,284,0.479,44.9,95,5.069370331,231,12.32657417,0.411,18,29.9,54.1,57.3,4,4,70,110,0.636,66,174,0.379,118,156,0.756,136,284,0.479,44.9,95,231,0.411,18,29.9,54.1,57.3,4,4,70,110,0.636,66,174,0.379,118,156,0.756,136,284,0.479,44.9,95,231,0.411,4.55,6.48,4.84,6.41,115.8,26.1
0.857261629,1.192933964,TRUE,19,78,2314,1.8,1.4,514,20.1,66.8,67.3,37,40,94,120,0.783,15,29,0.517,66,98,0.673,109,149,0.732,56.6,80,3.45721694,194,8.38375108,0.412,19,20.1,66.8,67.3,37,40,94,120,0.783,15,29,0.517,66,98,0.673,109,149,0.732,56.6,80,194,0.412,19,20.1,66.8,67.3,37,40,94,120,0.783,15,29,0.517,66,98,0.673,109,149,0.732,56.6,80,194,0.412,5.51,7.89,5.52,7.42,124.1,30.6
0.2224446,0.671899134,FALSE,18,82,1738,5,2.4,451,23.4,59.1,62.8,56,58,120,175,0.686,40,97,0.412,124,168,0.738,160,273,0.586,14.4,19,1.093210587,46,2.646720368,0.413,18,23.4,59.1,62.8,56,58,120,175,0.686,40,97,0.412,124,168,0.738,160,273,0.586,14.4,19,46,0.413,18,23.4,59.1,62.8,56,58,120,175,0.686,40,97,0.412,124,168,0.738,160,273,0.586,14.4,19,46,0.413,4.8,8.48,4.28,6.39,125.6,40.3
1.088944443,1.384558982,TRUE,19,79,1511,2.6,1.6,213,21.5,61.1,63.6,5,5,54,76,0.711,32,67,0.478,74,97,0.763,87,145,0.6,53.8,70,4.63269358,169,11.18464593,0.414,18,16.4,54.3,55.4,5,5,27,43,0.628,16,42,0.381,20,28,0.714,42,85,0.494,66.5,64,169,0.379,18,16.4,54.3,55.4,5,5,27,43,0.628,16,42,0.381,20,28,0.714,42,85,0.494,66.5,64,169,0.379,3.92,6.13,3.51,3.95,114.4,24.3
0.911494432,1.127518845,TRUE,19,79,1436,3.2,2.6,235,18.9,56.5,58.5,26,28,51,73,0.699,49,115,0.426,48,65,0.738,100,188,0.532,36.1,44,3.064066852,106,7.381615599,0.415,19,18.9,56.5,58.5,26,28,51,73,0.699,49,115,0.426,48,65,0.738,100,188,0.532,36.1,44,106,0.415,19,18.9,56.5,58.5,26,28,51,73,0.699,49,115,0.426,48,65,0.738,100,188,0.532,36.1,44,106,0.415,3.45,6.33,2.67,3.98,104.8,15.6
1.273436924,1.488912677,TRUE,22,74,1647,1.3,1,281,28.4,56.3,60.1,0,0,92,153,0.601,36,97,0.371,115,140,0.821,128,250,0.512,45.9,88,5.343047966,212,12.87188828,0.415,21,21.4,49.9,54.3,1,1,71,131,0.542,30,70,0.429,93,111,0.838,102,202,0.505,49.5,65,198,0.328,20,21,55.4,58.3,1,1,70,135,0.519,23,58,0.397,82,106,0.774,93,192,0.484,51.8,85,206,0.413,5.01,6.71,4.83,5.44,114.4,22.7
0.818570156,0.949679648,TRUE,21,85,1938,4.3,1.2,319,28.1,59,62.8,31,34,137,180,0.761,88,207,0.425,156,200,0.78,225,387,0.581,20.7,42,2.167182663,101,5.211558308,0.416,20,25.1,57.8,61.1,16,18,112,160,0.7,46,111,0.414,101,132,0.765,159,273,0.582,26.4,37,98,0.378,20,25.1,57.8,61.1,16,18,112,160,0.7,46,111,0.414,101,132,0.765,159,273,0.582,26.4,37,98,0.378,6.14,9.21,5.18,7.01,117.6,15.3
0.480242855,0.572044508,FALSE,20,80,1913,3.6,1.9,611,26.4,60.8,63.9,58,60,185,257,0.72,75,171,0.439,164,222,0.739,260,429,0.606,7.7,15,0.78410873,36,1.881860951,0.417,19,23.9,57.7,62.5,21,22,115,169,0.68,39,85,0.459,105,132,0.795,154,254,0.606,9.3,5,26,0.192,19,23.9,57.7,62.5,21,22,115,169,0.68,39,85,0.459,105,132,0.795,154,254,0.606,9.3,5,26,0.192,4.5,5.89,3.39,4.12,126,38.1
0.453514278,1.027630369,TRUE,18,78,1820,3.7,3.1,446,22.4,55.1,57.2,24,25,112,163,0.687,15,85,0.176,100,156,0.641,127,246,0.516,30.9,46,2.527472527,110,6.043956044,0.418,18,22.4,55.1,57.2,24,25,112,163,0.687,15,85,0.176,100,156,0.641,127,246,0.516,30.9,46,110,0.418,18,22.4,55.1,57.2,24,25,112,163,0.687,15,85,0.176,100,156,0.641,127,246,0.516,30.9,46,110,0.418,4.5,7.36,3.56,6.01,120.5,23.5
0.320444067,0.737485554,FALSE,21,80,1388,5,2,176,25.1,59.3,62.3,45,46,107,155,0.69,32,82,0.39,101,142,0.711,139,237,0.586,15.4,18,1.296829971,43,3.097982709,0.419,20,21.6,52.1,56.8,53,55,106,146,0.726,26,103,0.252,113,159,0.711,132,248,0.532,13.9,12,40,0.3,19,17.7,62.4,62.8,34,38,64,90,0.711,18,40,0.45,31,50,0.62,83,131,0.634,1.5,0,2,0,0.98,2.95,1.6,2.66,102.6,8.1
1.164034407,1.319156163,TRUE,19,77,1251,1.4,1,27,21.5,61.1,63.1,7,8,46,62,0.742,26,60,0.433,37,45,0.822,71,120,0.592,50.8,52,4.15667466,124,9.912070344,0.419,18,10.1,66.2,66.6,11,11,33,38,0.868,4,16,0.25,18,26,0.692,37,54,0.685,67.7,49,113,0.434,18,10.1,66.2,66.6,11,11,33,38,0.868,4,16,0.25,18,26,0.692,37,54,0.685,67.7,49,113,0.434,3.91,6.24,3.81,5.73,100.1,1.4
1.064148721,1.268054086,TRUE,21,80,1854,2.8,2.6,282,22.3,55,59,14,16,47,74,0.635,73,168,0.435,109,135,0.807,120,243,0.494,41,71,3.829557713,169,9.115426106,0.42,19,16.1,52.4,53.5,5,6,20,30,0.667,60,128,0.469,27,41,0.659,80,158,0.506,44.9,47,129,0.364,19,16.1,52.4,53.5,5,6,20,30,0.667,60,128,0.469,27,41,0.659,80,158,0.506,44.9,47,129,0.364,4.58,4.77,3.98,4.23,119,13.7
0.851890427,1.365120467,TRUE,18,82,1787,3.9,1.8,273,26.2,52.2,57.1,14,15,41,63,0.651,63,176,0.358,131,164,0.799,104,239,0.435,43.9,79,4.420817012,187,10.46446558,0.422,18,26.2,52.2,57.1,14,15,41,63,0.651,63,176,0.358,131,164,0.799,104,239,0.435,43.9,79,187,0.422,18,26.2,52.2,57.1,14,15,41,63,0.651,63,176,0.358,131,164,0.799,104,239,0.435,43.9,79,187,0.422,2.47,5.59,2.29,3.96,110.2,26.2
0.960823397,0.904743511,TRUE,20,80,1705,4.1,2.2,353,25.4,56.7,59.2,33,37,90,137,0.657,67,149,0.45,118,178,0.663,157,286,0.549,21.4,33,1.935483871,78,4.574780059,0.423,19,21.3,52.7,55.8,40,41,99,150,0.66,30,87,0.345,126,208,0.606,129,238,0.542,8.1,5,21,0.238,19,21.3,52.7,55.8,40,41,99,150,0.66,30,87,0.345,126,208,0.606,129,238,0.542,8.1,5,21,0.238,4.28,7.09,2.69,4.39,118.7,32.6
0.08598023,1.159548696,TRUE,22,82,1384,4.6,2.2,144,27.1,56.5,60.7,38,42,74,104,0.712,60,146,0.411,109,138,0.79,134,250,0.536,29.4,44,3.179190751,104,7.514450867,0.423,21,20.4,58,63.1,39,43,75,102,0.735,42,99,0.424,85,101,0.842,117,201,0.582,17.3,16,42,0.381,20,19.6,56.9,60.2,31,34,62,85,0.729,35,86,0.407,62,89,0.697,97,171,0.567,1.2,1,2,0.5,3.06,5.33,3.83,5.04,114.8,21
1.127442593,1.275037477,TRUE,19,85,1794,4.3,2.7,323,21.5,58.4,63.5,20,24,65,100,0.65,51,113,0.451,137,164,0.835,116,213,0.545,43.4,69,3.846153846,163,9.085841695,0.423,19,21.5,58.4,63.5,20,24,65,100,0.65,51,113,0.451,137,164,0.835,116,213,0.545,43.4,69,163,0.423,19,21.5,58.4,63.5,20,24,65,100,0.65,51,113,0.451,137,164,0.835,116,213,0.545,43.4,69,163,0.423,4.22,5.45,4.41,4.75,119.2,27.5
0.743612802,1.282140687,TRUE,22,79,1881,3.7,2.2,525,24.5,57.2,62.1,28,34,84,132,0.636,53,125,0.424,172,219,0.785,137,259,0.529,39.9,73,3.880914407,172,9.144072302,0.424,22,24.5,57.2,62.1,28,34,84,132,0.636,53,125,0.424,172,219,0.785,137,259,0.529,39.9,73,172,0.424,22,24.5,57.2,62.1,28,34,84,132,0.636,53,125,0.424,172,219,0.785,137,259,0.529,39.9,73,172,0.424,4.39,5.48,4.87,4.59,119.5,26.6
1.050192411,1.311967825,TRUE,23,78,1504,2.5,1.5,220,22.5,63.3,65.7,14,15,63,90,0.7,36,67,0.537,64,79,0.81,99,157,0.631,47.8,61,4.055851064,144,9.574468085,0.424,22,22.7,49.2,52.9,11,12,63,110,0.573,16,54,0.296,62,78,0.795,79,164,0.482,46.1,47,140,0.336,22,22.7,49.2,52.9,11,12,63,110,0.573,16,54,0.296,62,78,0.795,79,164,0.482,46.1,47,140,0.336,4.41,6.49,3.17,4.72,113.3,13.6
1.144744513,1.364190682,TRUE,20,76,1961,2.5,2.7,375,21.5,57.4,60.5,5,5,74,117,0.632,25,77,0.325,103,137,0.752,99,194,0.51,51.1,86,4.385517593,203,10.3518613,0.424,19,21.6,53.1,56.7,0,0,61,102,0.598,21,73,0.288,100,141,0.709,82,175,0.469,48.2,65,163,0.399,19,21.6,53.1,56.7,0,0,61,102,0.598,21,73,0.288,100,141,0.709,82,175,0.469,48.2,65,163,0.399,4.06,5.48,3.52,3.74,113.4,17
0.919459406,1.519353842,TRUE,22,80,1784,4.5,1.4,315,24.7,64.9,68,28,28,113,152,0.743,24,57,0.421,115,135,0.852,142,215,0.66,51.5,97,5.437219731,228,12.78026906,0.425,21,22.6,65.3,66.8,24,25,113,164,0.689,13,30,0.433,94,131,0.718,135,203,0.665,44.4,69,162,0.426,20,14,63.8,65.5,20,21,54,80,0.675,6,9,0.667,42,58,0.724,60,89,0.674,50.8,37,92,0.402,5.4,6.19,4.37,4.92,118.8,20.9
1.358718587,1.275365538,TRUE,20,75,1633,2.3,2.3,246,22.2,51.1,59.5,1,1,24,50,0.48,52,136,0.382,144,156,0.923,76,186,0.409,43.8,62,3.796693203,145,8.879363135,0.428,19,15,47.3,54.1,1,1,14,19,0.737,11,42,0.262,53,64,0.828,25,61,0.41,58.8,30,87,0.345,19,15,47.3,54.1,1,1,14,19,0.737,11,42,0.262,53,64,0.828,25,61,0.41,58.8,30,87,0.345,3.77,4.97,2.49,2.89,114.1,23.9
1.050353083,1.340688868,TRUE,21,73,2099,1.1,1,163,27.2,55.7,60.9,4,4,86,151,0.57,38,104,0.365,159,192,0.828,124,255,0.486,44.6,88,4.192472606,205,9.766555503,0.429,20,23.2,57.1,61,6,6,59,92,0.641,38,88,0.432,88,111,0.793,97,180,0.539,41.7,53,129,0.411,19,20.4,46.2,50,1,1,34,71,0.479,41,125,0.328,64,88,0.727,75,196,0.383,32.2,39,93,0.419,3.95,4.82,3.22,3.5,113.4,17.5
0.929436819,1.242393983,TRUE,20,80,1822,5,4.3,397,17.9,57.3,58.8,26,35,59,103,0.573,36,81,0.444,49,70,0.7,95,186,0.511,44.6,65,3.567508233,150,8.232711306,0.433,20,17.9,57.3,58.8,26,35,59,103,0.573,36,81,0.444,49,70,0.7,95,186,0.511,44.6,65,150,0.433,20,17.9,57.3,58.8,26,35,59,103,0.573,36,81,0.444,49,70,0.7,95,186,0.511,44.6,65,150,0.433,4.17,6.52,3.99,5.91,128.6,36.3
1.243701894,1.414801018,TRUE,20,81,1124,2.9,2.7,199,17.3,63.9,67,23,24,33,47,0.702,11,24,0.458,38,41,0.927,44,71,0.62,62.8,52,4.62633452,120,10.67615658,0.433,19,20.1,54.3,58,19,19,39,50,0.78,9,38,0.237,60,72,0.833,48,88,0.545,68.1,68,188,0.362,18,16.5,62.9,64.5,4,4,9,10,0.9,11,28,0.393,37,51,0.725,20,38,0.526,79.1,63,144,0.438,3.81,4.41,3.24,4.08,118.1,27.8
0.834143273,1.470656311,TRUE,21,79,2091,3.2,2.7,556,22,62.3,65.5,35,42,109,161,0.677,31,75,0.413,114,134,0.851,140,236,0.593,50.3,104,4.973696796,239,11.42993783,0.435,20,15.5,64.4,67.6,20,21,72,90,0.8,12,31,0.387,51,56,0.911,84,121,0.694,48.1,44,112,0.393,19,14.4,59.1,63.3,26,26,57,70,0.814,6,18,0.333,59,75,0.787,63,88,0.716,46.7,23,77,0.299,6.11,8.86,5.36,7.08,131.3,39.9
0.868327127,1.095161392,TRUE,20,77,1640,4.1,1,222,28.8,63.4,64.9,27,31,108,151,0.715,64,124,0.516,102,147,0.694,172,275,0.625,27.2,45,2.743902439,103,6.280487805,0.437,19,25.8,55.1,60,15,18,109,164,0.665,19,53,0.358,105,134,0.784,128,218,0.587,24,20,69,0.29,18,24.7,48.5,53.3,11,15,86,128,0.672,24,70,0.343,83,113,0.735,110,198,0.556,27.5,15,75,0.2,4.28,5.66,3.86,4.56,114.2,19.9
0.939241715,1.092725854,TRUE,21,79,1687,3.2,2.2,492,23.5,57.9,61.8,19,19,92,133,0.692,67,156,0.429,123,157,0.783,159,289,0.55,26.6,46,2.726733847,105,6.22406639,0.438,20,25.4,53.8,58.4,8,9,45,75,0.6,38,82,0.463,74,98,0.755,83,158,0.525,25.8,21,55,0.382,20,25.4,53.8,58.4,8,9,45,75,0.6,38,82,0.463,74,98,0.755,83,158,0.525,25.8,21,55,0.382,5.69,8.38,3.63,4.25,125.2,42.7
1.066154304,1.304782238,TRUE,20,78,2265,2.6,1.9,336,23,57.9,62.9,3,3,55,87,0.632,94,198,0.475,160,187,0.856,149,284,0.525,41.4,88,3.885209713,201,8.874172185,0.438,19,20.1,50.3,55.6,2,2,48,71,0.676,38,92,0.413,88,99,0.889,86,163,0.528,51.3,55,172,0.32,19,20.1,50.3,55.6,2,2,48,71,0.676,38,92,0.413,88,99,0.889,86,163,0.528,51.3,55,172,0.32,5.55,6.64,4.68,5.4,116.2,14.1
1.259485609,1.449969279,TRUE,21,78,1815,2.7,1.2,5,23.5,54.9,56.5,0,0,63,102,0.618,37,120,0.308,44,56,0.786,100,222,0.45,47.1,87,4.79338843,198,10.90909091,0.439,20,18.4,58.2,60.7,11,11,104,150,0.693,43,118,0.364,65,75,0.867,147,268,0.549,37.4,68,160,0.425,19,17.3,64.9,67.1,7,7,68,98,0.694,12,35,0.343,64,82,0.78,86,141,0.61,47.6,59,128,0.461,2.7,3.96,1.99,2.79,101.8,8.6
1.038267788,1.458469663,TRUE,21,79,1884,3.2,2.7,688,20.7,64.4,67.4,9,9,98,130,0.754,20,58,0.345,86,98,0.878,118,188,0.628,52.4,91,4.83014862,207,10.98726115,0.44,20,17.2,59.3,62.1,7,7,53,94,0.564,25,57,0.439,68,84,0.81,78,151,0.517,54.1,78,178,0.438,19,13.6,56.5,58.6,7,7,42,67,0.627,1,9,0.111,28,32,0.875,43,75,0.573,68.5,61,163,0.374,6.17,8.27,5.5,5.77,129,44.7
0.694691586,1.291528162,TRUE,22,78,2087,3,2.1,131,21.2,52.8,57.3,8,9,58,96,0.604,39,133,0.293,116,146,0.795,97,229,0.424,43.9,79,3.785337805,179,8.576904648,0.441,21,18.5,56.4,61,9,11,52,86,0.605,37,96,0.385,106,135,0.785,89,182,0.489,39.1,53,117,0.453,19,18.8,47.4,49.5,4,5,26,46,0.565,38,102,0.373,45,72,0.625,64,148,0.432,44.8,42,120,0.35,2.44,3.26,2.22,3.01,107.3,5.2
0.833476334,1.431504046,TRUE,20,78,1983,2.2,1.5,213,23.9,58.6,64.2,15,17,53,87,0.609,40,99,0.404,168,204,0.824,93,186,0.5,52.8,92,4.639435199,208,10.48915784,0.442,19,16.4,59.6,63,6,7,38,57,0.667,20,59,0.339,70,83,0.843,58,116,0.5,60.8,79,180,0.439,19,16.4,59.6,63,6,7,38,57,0.667,20,59,0.339,70,83,0.843,58,116,0.5,60.8,79,180,0.439,5.24,5.82,4.77,4.67,122.3,23.7
1.360909108,1.563735098,TRUE,20,76,1518,1.4,1.3,232,21,62.2,65.5,6,7,51,77,0.662,19,49,0.388,85,103,0.825,70,125,0.56,60.3,84,5.533596838,190,12.51646904,0.442,19,18.4,60.3,63.4,5,6,44,76,0.579,16,40,0.4,68,84,0.81,61,117,0.521,57.9,71,161,0.441,19,18.4,60.3,63.4,5,6,44,76,0.579,16,40,0.4,68,84,0.81,61,117,0.521,57.9,71,161,0.441,5.17,5.67,5.05,5.1,123.1,25.8
1.148150992,1.651654082,TRUE,22,77,1691,1.9,1,444,28.9,57.9,60.8,5,7,38,61,0.623,63,148,0.426,81,95,0.853,101,210,0.481,52.7,104,6.150206978,234,13.8379657,0.444,21,24,55.7,58.4,2,3,40,60,0.667,55,140,0.393,71,86,0.826,95,200,0.475,55.1,102,245,0.416,20,18.1,48.9,51.2,4,7,34,58,0.586,31,91,0.341,44,65,0.677,65,151,0.43,43,43,114,0.377,7.35,10.32,7.59,9.32,119.4,24.8
0.859612936,1.288855281,TRUE,22,74,1696,1.2,1.4,482,21.6,61.3,62,2,2,70,111,0.631,25,57,0.439,43,66,0.652,95,168,0.565,45.6,63,3.714622642,141,8.313679245,0.447,21,19.1,47.5,50.3,4,4,58,96,0.604,13,56,0.232,53,80,0.662,71,152,0.467,40.9,34,105,0.324,19,13.5,50,52.6,0,0,28,43,0.651,2,12,0.167,21,31,0.677,30,53,0.566,49.5,15,52,0.288,5.17,7.53,4.33,5.3,125.7,39
1.156926964,1.411320798,TRUE,18,78,1595,3.5,3.2,309,16.9,61.3,63,8,10,42,58,0.724,33,79,0.418,42,53,0.792,75,137,0.547,53.7,71,4.451410658,159,9.968652038,0.447,18,16.9,61.3,63,8,10,42,58,0.724,33,79,0.418,42,53,0.792,75,137,0.547,53.7,71,159,0.447,18,16.9,61.3,63,8,10,42,58,0.724,33,79,0.418,42,53,0.792,75,137,0.547,53.7,71,159,0.447,4.38,5.15,3.38,4.27,122.6,29.1
